Item Code,Item Group,Default Unit of Measure,Item Name,Maintain Stock,Brand,Standard Selling Rate,Allow Purchase,Allow Sales,Company (Item Defaults),Default Warehouse (Item Defaults)
boAt-BR330-BLU,Neckband,Nos,boAt Rockerz 330 Neckband Blue,1,boAt,35,1,1,ZEROMAX IMPEX PTE LTD,Stores - ZIPL
