Item Code,Item Name
SDSSDE30-480G-G25,"SanDisk Portable SSD, SDSSDE30 480GB, USB 3.2 Gen 2, Type C to A cable, Read speed up to 520MB/s, 2m drop protection, 3-year warranty"
SDSSDE30-1T00-G26,"SanDisk Portable SSD, SDSSDE30 1TB, USB 3.2 Gen 2, Type C to A cable, Read speed up to 800MB/s, 2m drop protection, 3-year warranty"
SDSSDE30-2T00-G26,"SanDisk Portable SSD, SDSSDE30 2TB, USB 3.2 Gen 2, Type C to A cable, Read speed up to 800MB/s, 2m drop protection, 3-year warranty"
SDSSDE61-500G-G25,"SanDisk Extreme Portable SSD, SDSSDE61 500GB, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write speed up to 1000M"
SDSSDE61-1T00-G25,"SanDisk Extreme Portable SSD, SDSSDE61 1TB, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write speed up to 1000MB/"
SDSSDE61-2T00-G25,"SanDisk Extreme Portable SSD, SDSSDE61 2TB, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write speed up to 1000MB/"
SDSSDE61-4T00-G25,"SanDisk Extreme Portable SSD, SDSSDE61 4TB, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write speed up to 1000MB/"
SDSSDE61-1T00-G25B,"SanDisk Extreme Portable SSD, SDSSDE61 1TB, Sky-Blue color, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write spe"
SDSSDE61-2T00-G25B,"SanDisk Extreme Portable SSD, SDSSDE61 2TB, Sky-Blue color, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write spe"
SDSSDE61-4T00-G25B,"SanDisk Extreme Portable SSD, SDSSDE61 4TB, Sky-Blue color, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write spe"
SDSSDE61-1T00-G25M,"SanDisk Extreme Portable SSD, SDSSDE61 1TB, Monterey color, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write spe"
SDSSDE61-2T00-G25M,"SanDisk Extreme Portable SSD, SDSSDE61 2TB, Monterey color, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write spe"
SDSSDE61-4T00-G25M,"SanDisk Extreme Portable SSD, SDSSDE61 4TB, Monterey color, USB 3.2 Gen 2, Type C & Type A compatible, Read speed up to 1050MB/s, Write spe"
SDSSDE81-1T00-G25,"SanDisk Extreme Pro Portable SSD, SDSSDE81 1TB, USB 3.2 Gen 2x2, Type C & Type A compatible, Read speed up to 2000MB/s, Write speed up to 1"
SDSSDE81-2T00-G25,"SanDisk Extreme Pro Portable SSD, SDSSDE81 2TB, USB 3.2 Gen 2x2, Type C & Type A compatible, Read speed up to 2000MB/s, Write speed up to 1"
SDSSDE81-4T00-G25,"SanDisk Extreme Pro Portable SSD, SDSSDE81 4TB, USB 3.2 Gen 2x2, Type C & Type A compatible, Read speed up to 2000MB/s, Write speed up to 1"
SDIX60N-064G-GN6NN,"SanDisk iXpand Flash Drive Go, SDIX60N 64GB, Black, iOS, USB 3.0, 2Y"
SDIX60N-128G-GN6NE,"SanDisk iXpand Flash Drive Go, SDIX60N 128GB, Black, iOS, USB 3.0, 2Y"
SDIX60N-256G-GN6NE,"SanDisk iXpand Flash Drive Go, SDIX60N 256GB, Black, iOS, USB 3.0, 2Y"
SDIX70N-064G-GN6NN,"SanDisk iXpand Flash Drive Luxe, SDIX70N 64GB, Black, iOS/Android, Lightning and Type C USB3.1, 2Y"
SDIX70N-128G-GN6NE,"SanDisk iXpand Flash Drive Luxe, SDIX70N 128GB, Black, iOS/Android, Lightning and Type C USB3.1, 2Y"
SDIX70N-256G-GN6NE,"SanDisk iXpand Flash Drive Luxe, SDIX70N 256GB, Black, iOS/Android, Lightning and Type C USB3.1, 2Y"
SDIX90N-032G-GN6NN,"SanDisk iXpand Flash Drive Flip, SDIX90N 032GB, Black, iOS, USB 3.0, 2Y"
SDIX90N-064G-GN6NN,"SanDisk iXpand Flash Drive Flip, SDIX90N 064GB, Black, iOS, USB 3.0, 2Y"
SDIX90N-064G-GN6NK,"SanDisk iXpand Flash Drive Flip, SDIX90N 064GB, Mint Green, iOS, USB 3.0, 2Y"
SDIX90N-128G-GN6NE,"SanDisk iXpand Flash Drive Flip, SDIX90N 128GB, Black, iOS, USB 3.0, 2Y"
SDIX90N-128G-GN6NJ,"SanDisk iXpand Flash Drive Flip, SDIX90N 128GB, Mint Green, iOS, USB 3.0, 2Y"
SDIX90N-256G-GN6NE,"SanDisk iXpand Flash Drive Flip, SDIX90N 256GB, Black, iOS, USB 3.0, 2Y"
SDDR-409-G46,"SanDisk Extreme PRO SD UHS-II USB-C Reader/Writer, 2Y"
SDDR-A631-GNGNN,SanDisk® ImageMate® PRO USB-C™ Reader/Writer
SDDR-B531-GN6NN,"SanDisk MobileMate USB 3.0 microSD card Reader/Writer, 2Y"
SDCFE-128G-GN4NN,
SDCFE-064G-GN4NN,
SDCFXSB-128G-G46,
SDCFXSB-064G-G46,
SDCFXSB-032G-G46,
SDCFXPS-256G-X46,
SDCFXPS-128G-X46,
SDCFXPS-064G-X46,
SDCFXPS-032G-X46,
SDSDXPK-128G-GN4IN,
SDSDXPK-064G-GN4IN,
SDSDXPK-032G-GN4IN,
SDSDXXG-032G-GN4IN,
SDSDXV5-256G-GNCIN,
SDSDXV5-128G-GNCIN,
SDSDXV6-064G-GNCIN,
SDSDXVE-032G-GNCIN,
SDSDUNR-256G-GN6IN,
SDSDUNR-128G-GN3IN,
SDSDUNR-064G-GN3IN,
SDSDUNR-032G-GN3IN,
SDSDUNS-016G-GN3IN,
SDSDUNC-016G-GN6IN,
SDSQXCZ-1T00-GN6MA,
SDSQXCZ-512G-GN6MA,
SDSQXCZ-400G-GN6MA,
SDSQXCZ-256G-GN6MA,
SDSQXCY-128G-GN6MA,
SDSQXCY-064G-GN6MA,
SDSQXCG-032G-GN6MA,
SDSQXAO-128G-GN6ZY,
SDSQXAO-256G-GNCZN,
SDSQXAO-128G-GNCZN,
SDSQXAT-064G-GNCZN,
SDSQXA1-128G-GN6AA,
SDSQXA2-064G-GN6AA,
SDSQXA1-256G-GN6GN,
SDSQXA1-128G-GN6GN,
SDSQXA2-064G-GN6GN,
SDSQXA1-1T00-GN6MN,
SDSQXA1-512G-GN6MN,
SDSQXA1-400G-GN6MN,
SDSQXA1-256G-GN6MN,
SDSQXA1-128G-GN6MN,
SDSQXA2-064G-GN6MN,
SDSQXAF-032G-GN6MN,
SDSQUA4-512G-GN6MN,
SDSQUA4-400G-GN6MN,
SDSQUA4-256G-GN6MN,
SDSQUAB-128G-GN6MN,
SDSQUA4-064G-GN6MN,
SDSQUA4-032G-GN6MN,
SDSQUAR-016G-GN6MN,
SDSQUNR-128G-GN3MN,
SDSQUNR-064G-GN3MN,
SDSQUNR-032G-GN3MN,
SDSQQVR-256G-GN6IA,
SDSQQVR-128G-GN6IA,
SDSQQVR-064G-GN6IA,
SDSQQNR-256G-GN6IA,
SDSQQNR-128G-GN6IA,
SDSQQNR-064G-GN6IA,
SDSQQNR-032G-GN6IA,
SDSDQM-032G-B35,
SDSDQM-016G-B35,
SDSDQM-008G-B35,
