Item Code,Item Group,Default Unit of Measure,Valuation Rate,Maintain Stock,Item Name,Brand,Has Serial No,Allow Purchase,Allow Sales,Barcode
MARSHALL-MOTIF,TWS,Nos,0,1,MARSHALL MOTIF A.N.C,Marshall,1,1,1,7340055383776
