"Item Code","Item Group","Default Unit of Measure","Allow Purchase","Standard Selling Rate","Barcode","Allow Sales","Item Name","Maintain Stock","Default Warehouse (Item Defaults)","Company (Item Defaults)"
"ZX-TWS-I12","TWS","Nos",1,3,"",1,"ZEROMAX I12 TWS",1,"ZeroMax Warehouse - ZX","ZEROMAX LLP"




