"Item Code","Item Group","Default Unit of Measure","Standard Selling Rate","Brand","Allow Purchase","Item Name","Default Warehouse (Item Defaults)","Default Company (Item Defaults)"
"JBL-T110NEW-BLK","Smart Watch","Nos",12.0,"JBL",1,"JBL TUNE 110 BLACK NEW","Zerosoft Warehouse - ZSPL","ZEROSOFT SOLUTIONS PTE LTD"
