"Item Code","Item Group","Default Unit of Measure","Standard Selling Rate","Brand","Allow Purchase","Item Name","Default Warehouse (Item Defaults)","Default Company (Item Defaults)"
"AW-H14-BLK","Smart Watch","Nos",44.0,"AWEI",1,"AWEI H14 Smart Watch Black","ZeroMax Warehouse - ZX","ZEROMAX LLP"
