Item Code,Item Group,Default Unit of Measure,Standard Selling Rate,Brand,Allow Purchase,Item Name,Default Warehouse (Item Defaults),Company (Item Defaults)
"MODIZ-S25-GRN","Smart Watch",Nos,25,"MODIZ",1,"Modiz S25 GREEN Smart Watch",ZeroMax Warehouse - ZX,ZEROMAX LLP
"MODIZ-S25-PIK","Smart Watch",Nos,25,"MODIZ",1,"Modiz S25 PINK Smart Watch",ZeroMax Warehouse - ZX,ZEROMAX LLP
"MODIZ-S15-BLU","Smart Watch",Nos,17,"MODIZ",1,"Modiz S15 BLUE Smart Watch",ZeroMax Warehouse - ZX,ZEROMAX LLP
