"Item Code","Item Group","Default Unit of Measure","Has Serial No","Allow Purchase","Allow Sales","Brand","Maintain Stock","Standard Selling Rate","Valuation Rate","Item Name","Default Warehouse (Item Defaults)","Company (Item Defaults)"
"FUMIYA-2PIN-UK","Wall Charger/Adapter","Nos",0,1,1,"Fumiya",1,1,0.40,"Fumiya UK-2PIN ROUND","ZeroMax Warehouse - ZX","ZEROMAX LLP"
