Item Code,Item Group,Default Unit of Measure,Standard Selling Rate,Brand,Allow Purchase,Item Name,Default Warehouse (Item Defaults),Company (Item Defaults)
OP-BUDSV-WHI,TWS,Nos,45,OnePlus,1,Oneplus Buds V TWS White,ZeroMax Warehouse - ZX,ZEROMAX LLP
OP-BUDSV-BLK,TWS,Nos,45,OnePlus,1,Oneplus Buds V TWS Black,ZeroMax Warehouse - ZX,ZEROMAX LLP
