"Item Code","Item Group","Default Unit of Measure","Has Serial No","Allow Purchase","Allow Sales","Brand","Maintain Stock","Standard Selling Rate","Valuation Rate","Item Name","Default Warehouse (Item Defaults)","Company (Item Defaults)"
"OP-NORD-BUDS3","TWS","Nos",1,1,1,"OnePlus",1,45,0,"Oneplus Nord Buds 3 TWS","ZeroMax Warehouse - ZX","ZEROMAX LLP"
