"Item Code","Item Group","Default Unit of Measure","Has Serial No","Allow Purchase","Allow Sales","Brand","Maintain Stock","Standard Selling Rate","Valuation Rate","Item Name","Default Warehouse (Item Defaults)","Company (Item Defaults)"
"ZX-FL-Z303-","Flashlight","Nos",0,1,1,"ZEROMAX",1,33,0,"Zeromax Z-303 Aluminium alloy flashlight 3-in-1 Combo","ZeroMax Warehouse - ZX","ZEROMAX LLP"
