"Item Code","Item Group","Default Unit of Measure","Has Serial No","Allow Purchase","Allow Sales","Brand","Maintain Stock","Standard Selling Rate","Valuation Rate","Item Name","Default Warehouse (Item Defaults)","Company (Item Defaults)"
"HOCO-DYD02","Smart Watch","Nos",0,1,1,"Hoco",1,20,0,"Hoco Smart Watch DYD02","ZeroMax Warehouse - ZX","ZEROMAX LLP"
