"Item Code","Item Group","Default Unit of Measure","Has Serial No","Allow Purchase","Allow Sales","Brand","Maintain Stock","Standard Selling Rate","Valuation Rate","Item Name","Default Warehouse (Item Defaults)","Company (Item Defaults)"
"OP-PB-5k-","Power Banks","Nos",1,1,1,"OnePlus",1,36,0,"OnePlus Slim Magnetic Power Bank 5000mAh","ZeroMax Warehouse - ZX","ZEROMAX LLP"
