Default Unit of Measure,Item Code,Item Group,Item Name,Barcode,Brand,Standard Selling Rate,Company (Item Defaults),Default Warehouse (Item Defaults)
Nos,CERAMIC-001,Socks,CERAMIC BOWL SET,,ZEROMAX,10,ZEROMAX IMPEX,Stores - ZIX
